da_ente;da_tipo;da_valor
82141618;RETIROS_MENSUALES;
82141618;RISK_TYPE;PN1
82141618;TIER_CADD;
82141618;WATCH_LIST_CODE;
80046316;CUSTOMER_OFFICE;192
80046316;EJECUTIVO_VENTA;52
80046316;HIGH_RISK_SCORE;BJ
80046316;KYC_CUSTOMER;S
80046316;MANAGER_ASSISTANT;21
80046316;PUBLIC_FIGURE;N
80046316;RISK_TYPE;PN1
82353569;CUSTOMER_OFFICE;192
82353569;DEPOSITOS_MENSUALES;
82353569;EJECUTIVO_VENTA;20
82353569;HIGH_RISK_SCORE;BJ
82353569;LOGIN COBIS;
82353569;MANAGER_ASSISTANT;21
82353569;PUBLIC_FIGURE;N
82353569;RETIROS_MENSUALES;
82353569;RISK_TYPE;PN1
82353569;TIER_CADD;
79989193;TIER_CADD;
80113307;HIGH_RISK_SCORE;BJ
80113307;RISK_TYPE;PN1
80113307;PUBLIC_FIGURE;N
82353569;WATCH_LIST_CODE;
78571373;CUSTOMER_OFFICE;174
78571373;MANAGER_ASSISTANT;34
78571373;PUBLIC_FIGURE;N
78571373;RISK_TYPE;PN1
6353;CUSTOMER_OFFICE;174
6353;MANAGER_ASSISTANT;34
6353;PUBLIC_FIGURE;N
6353;RISK_TYPE;PN1
78696206;CUSTOMER_OFFICE;184
78696206;EJECUTIVO_VENTA;40
78696206;HIGH_RISK_SCORE;BJ
78696206;KYC_CUSTOMER;S
78696206;MANAGER_ASSISTANT;41
78696206;PUBLIC_FIGURE;N
78696206;RISK_TYPE;PN1
78935626;CUSTOMER_OFFICE;182
78935626;EJECUTIVO_VENTA;44
78935626;HIGH_RISK_SCORE;BJ
78935626;KYC_CUSTOMER;S
78935626;MANAGER_ASSISTANT;29
78935626;PUBLIC_FIGURE;N
78935626;RISK_TYPE;PN3
81997250;CUSTOMER_OFFICE;284
81997250;DEPOSITOS_MENSUALES;
81997250;EJECUTIVO_VENTA;0
81997250;HIGH_RISK_SCORE;AL
81997250;KYC_CUSTOMER;S
81997250;LOGIN COBIS;
81997250;MANAGER_ASSISTANT;34
81997250;PUBLIC_FIGURE;S
81997250;RETIROS_MENSUALES;
81997250;RISK_TYPE;PEP
81997250;TIER_CADD;
81997250;WATCH_LIST_CODE;
79242560;CUSTOMER_OFFICE;182
79242560;MANAGER_ASSISTANT;29
79242560;PUBLIC_FIGURE;N
79242560;RISK_TYPE;PN1
79505242;CUSTOMER_OFFICE;174
79505242;MANAGER_ASSISTANT;34
79505242;PUBLIC_FIGURE;N
79505242;RISK_TYPE;PN1
79579742;CUSTOMER_OFFICE;180
79579742;MANAGER_ASSISTANT;37
79579742;PUBLIC_FIGURE;N
79579742;RISK_TYPE;PN1
79594768;CUSTOMER_OFFICE;178
79594768;MANAGER_ASSISTANT;30
79594768;PUBLIC_FIGURE;N
79594768;RISK_TYPE;PN1
79848930;CUSTOMER_OFFICE;180
79848930;EJECUTIVO_VENTA;63
79848930;HIGH_RISK_SCORE;BJ
79848930;MANAGER_ASSISTANT;37
79848930;PUBLIC_FIGURE;N
79989193;LOGIN COBIS;
80113307;MANAGER_ASSISTANT;3
80113307;WATCH_LIST_CODE;
80113307;TIER_CADD;
79848930;RISK_TYPE;PN1
79902756;CUSTOMER_OFFICE;172
79902756;DEPOSITOS_MENSUALES;
79902756;EJECUTIVO_VENTA;304
79902756;HIGH_RISK_SCORE;AL
79902756;KYC_CUSTOMER;S
79902756;MANAGER_ASSISTANT;35
79902756;PUBLIC_FIGURE;N
79902756;RETIROS_MENSUALES;
79902756;RISK_TYPE;PN2
79902756;TIER_CADD;
79902756;WATCH_LIST_CODE;S
79931330;CUSTOMER_OFFICE;184
79931330;EJECUTIVO_VENTA;58
79931330;HIGH_RISK_SCORE;BJ
79931330;MANAGER_ASSISTANT;41
79931330;PUBLIC_FIGURE;N
79931330;RISK_TYPE;PN1
80082894;CUSTOMER_OFFICE;182
80082894;EJECUTIVO_VENTA;49
80082894;HIGH_RISK_SCORE;BJ
80082894;MANAGER_ASSISTANT;29
80082894;PUBLIC_FIGURE;N
80082894;RISK_TYPE;PN1
80130961;CUSTOMER_OFFICE;174
80130961;EJECUTIVO_VENTA;18
80130961;HIGH_RISK_SCORE;BJ
80130961;KYC_CUSTOMER;S
80130961;MANAGER_ASSISTANT;34
80130961;PUBLIC_FIGURE;N
80130961;RISK_TYPE;PN3
80791437;CUSTOMER_OFFICE;0
80791437;DEPOSITOS_MENSUALES;
80791437;EJECUTIVO_VENTA;0
80791437;HIGH_RISK_SCORE;AL
80791437;KYC_CUSTOMER;S
80791437;LOGIN COBIS;
80791437;MANAGER_ASSISTANT;35
80791437;PUBLIC_FIGURE;N
80791437;RETIROS_MENSUALES;
80791437;RISK_TYPE;PN1
80791437;TIER_CADD;
80791437;WATCH_LIST_CODE;S
81089337;CUSTOMER_OFFICE;180
81089337;EJECUTIVO_VENTA;63
81089337;HIGH_RISK_SCORE;BJ
81089337;KYC_CUSTOMER;S
81089337;MANAGER_ASSISTANT;37
81089337;PUBLIC_FIGURE;N
81089337;RISK_TYPE;PN1
81955875;CUSTOMER_OFFICE;184
81955875;MANAGER_ASSISTANT;41
81955875;PUBLIC_FIGURE;N
81955875;RISK_TYPE;PN1
82235450;CUSTOMER_OFFICE;182
82235450;HIGH_RISK_SCORE;BJ
82235450;KYC_CUSTOMER;S
80113307;DEPOSITOS_MENSUALES;
80113307;RETIROS_MENSUALES;
80005083;KYC_CUSTOMER;S
82235450;MANAGER_ASSISTANT;29
82235450;PUBLIC_FIGURE;N
82235450;RISK_TYPE;PN1
82281096;CUSTOMER_OFFICE;178
82281096;EJECUTIVO_VENTA;18
82281096;HIGH_RISK_SCORE;BJ
82281096;KYC_CUSTOMER;S
82281096;MANAGER_ASSISTANT;34
82281096;PUBLIC_FIGURE;N
82281096;RISK_TYPE;PN1
82346694;CUSTOMER_OFFICE;172
82346694;DEPOSITOS_MENSUALES;
82346694;EJECUTIVO_VENTA;0
82346694;HIGH_RISK_SCORE;BJ
82346694;KYC_CUSTOMER;S
82346694;MANAGER_ASSISTANT;35
82346694;PUBLIC_FIGURE;N
82346694;RETIROS_MENSUALES;
82346694;RISK_TYPE;PN1
82346694;TIER_CADD;
82346694;WATCH_LIST_CODE;
82379169;CUSTOMER_OFFICE;174
82379169;MANAGER_ASSISTANT;34
82379169;PUBLIC_FIGURE;N
82379169;RISK_TYPE;PN1
80613750;CUSTOMER_OFFICE;238
80613750;HIGH_RISK_SCORE;BJ
80613750;MANAGER_ASSISTANT;32
80613750;PUBLIC_FIGURE;N
80613750;RISK_TYPE;PN1
80442297;CUSTOMER_OFFICE;178
80442297;DEPOSITOS_MENSUALES;
80442297;EJECUTIVO_VENTA;15
80442297;HIGH_RISK_SCORE;BJ
80442297;KYC_CUSTOMER;S
80442297;LOGIN COBIS;
80442297;MANAGER_ASSISTANT;30
80442297;PUBLIC_FIGURE;N
80442297;RETIROS_MENSUALES;
80442297;RISK_TYPE;PN1
80442297;TIER_CADD;
80442297;WATCH_LIST_CODE;
7161;CUSTOMER_OFFICE;180
7161;MANAGER_ASSISTANT;37
7161;PUBLIC_FIGURE;N
7161;RISK_TYPE;PN1
79524093;CUSTOMER_OFFICE;174
79524093;MANAGER_ASSISTANT;34
79524093;PUBLIC_FIGURE;N
79524093;RISK_TYPE;PN1
79651192;CUSTOMER_OFFICE;180
79651192;MANAGER_ASSISTANT;37
79651192;PUBLIC_FIGURE;N
79651192;RISK_TYPE;PN1
79635375;CUSTOMER_OFFICE;180
79635375;MANAGER_ASSISTANT;37
79635375;PUBLIC_FIGURE;N
80113307;CUSTOMER_OFFICE;122
80740182;CUSTOMER_OFFICE;178
79872563;WATCH_LIST_CODE;
79635375;RISK_TYPE;PN1
82151184;CUSTOMER_OFFICE;180
82151184;DEPOSITOS_MENSUALES;
82151184;EJECUTIVO_VENTA;0
82151184;HIGH_RISK_SCORE;BJ
82151184;KYC_CUSTOMER;S
82151184;LOGIN COBIS;
82151184;MANAGER_ASSISTANT;37
82151184;PUBLIC_FIGURE;N
82151184;RETIROS_MENSUALES;
82151184;RISK_TYPE;PN1
82151184;TIER_CADD;
82151184;WATCH_LIST_CODE;
78569328;CUSTOMER_OFFICE;174
78569328;DEPOSITOS_MENSUALES;
78569328;EJECUTIVO_VENTA;102
78569328;HIGH_RISK_SCORE;AL
78569328;KYC_CUSTOMER;s
78569328;MANAGER_ASSISTANT;34
78569328;PUBLIC_FIGURE;S
78569328;RETIROS_MENSUALES;
78569328;RISK_TYPE;PJC
78569328;TIER_CADD;
78569328;WATCH_LIST_CODE;
80516509;CUSTOMER_OFFICE;174
80516509;MANAGER_ASSISTANT;34
80516509;PUBLIC_FIGURE;N
80516509;RISK_TYPE;PN1
78750880;CUSTOMER_OFFICE;174
78750880;MANAGER_ASSISTANT;34
78750880;PUBLIC_FIGURE;N
78750880;RISK_TYPE;PN1
80422016;CUSTOMER_OFFICE;174
80422016;MANAGER_ASSISTANT;34
80422016;PUBLIC_FIGURE;N
80422016;RISK_TYPE;PN3
80651112;CUSTOMER_OFFICE;192
80651112;MANAGER_ASSISTANT;21
80651112;PUBLIC_FIGURE;N
80651112;RISK_TYPE;PN3
81582467;CUSTOMER_OFFICE;174
81582467;EJECUTIVO_VENTA;18
81582467;HIGH_RISK_SCORE;BJ
81582467;KYC_CUSTOMER;S
81582467;MANAGER_ASSISTANT;34
81582467;PUBLIC_FIGURE;N
81582467;RISK_TYPE;PN1
81738254;CUSTOMER_OFFICE;174
81738254;MANAGER_ASSISTANT;34
81738254;PUBLIC_FIGURE;N
81738254;RISK_TYPE;PN1
78864400;CUSTOMER_OFFICE;192
78864400;DEPOSITOS_MENSUALES;
78864400;EJECUTIVO_VENTA;53
78864400;HIGH_RISK_SCORE;BJ
78864400;KYC_CUSTOMER;S
78864400;LOGIN COBIS;
78590122;ID_FUENTE_GENERA_DIVISA;
78589752;CRITERIO_GENERA_DIVISA;
78589779;ID_GENERA_DIVISA;
78864400;MANAGER_ASSISTANT;21
78864400;PUBLIC_FIGURE;N
78864400;RETIROS_MENSUALES;
78864400;RISK_TYPE;PN1
78864400;TIER_CADD;
78864400;WATCH_LIST_CODE;
80427174;CUSTOMER_OFFICE;178
80427174;MANAGER_ASSISTANT;30
80427174;PUBLIC_FIGURE;N
80427174;RISK_TYPE;PN1
82088555;CUSTOMER_OFFICE;178
82088555;DEPOSITOS_MENSUALES;
82088555;EJECUTIVO_VENTA;15
82088555;HIGH_RISK_SCORE;BJ
82088555;KYC_CUSTOMER;S
82088555;LOGIN COBIS;
82088555;MANAGER_ASSISTANT;30
82088555;PUBLIC_FIGURE;N
82088555;RETIROS_MENSUALES;
82088555;RISK_TYPE;PN3
82088555;TIER_CADD;
82088555;WATCH_LIST_CODE;
81890030;CUSTOMER_OFFICE;178
81890030;HIGH_RISK_SCORE;BJ
81890030;MANAGER_ASSISTANT;30
81890030;PUBLIC_FIGURE;N
81890030;RISK_TYPE;PN1
79224740;CUSTOMER_OFFICE;180
79224740;EJECUTIVO_VENTA;37
79224740;HIGH_RISK_SCORE;BJ
79224740;KYC_CUSTOMER;S
79224740;MANAGER_ASSISTANT;37
79224740;PUBLIC_FIGURE;N
79224740;RISK_TYPE;PN1
78589795;CUSTOMER_OFFICE;172
78589795;EJECUTIVO_VENTA;27
78589795;HIGH_RISK_SCORE;BJ
78589795;MANAGER_ASSISTANT;35
78589795;PUBLIC_FIGURE;N
78589795;RISK_TYPE;GOB
78589647;CUSTOMER_OFFICE;192
78589647;DEPOSITOS_MENSUALES;
78589647;EJECUTIVO_VENTA;20
78589647;HIGH_RISK_SCORE;BJ
78589647;MANAGER_ASSISTANT;21
78589647;PUBLIC_FIGURE;N
78589647;RETIROS_MENSUALES;
78589647;RISK_TYPE;GOB
78589647;TIER_CADD;
78589647;WATCH_LIST_CODE;
78590122;CUSTOMER_OFFICE;172
78590122;DEPOSITOS_MENSUALES;
78590122;EJECUTIVO_VENTA;119
78590122;HIGH_RISK_SCORE;BJ
78590122;KYC_CUSTOMER;0
78590122;MANAGER_ASSISTANT;35
78590122;PUBLIC_FIGURE;N
78590122;ID_GENERA_DIVISA;
78590122;PORCENTAJE_GENERA_DIVISA;
78590122;CRITERIO_GENERA_DIVISA;
78590122;RETIROS_MENSUALES;
78590122;RISK_TYPE;GOB
78590122;TIER_CADD;
78590122;WATCH_LIST_CODE;
78589752;CUSTOMER_OFFICE;186
78589752;DEPOSITOS_MENSUALES;
78589752;EJECUTIVO_VENTA;119
78589752;HIGH_RISK_SCORE;ME
78589752;KYC_CUSTOMER;0
78589752;MANAGER_ASSISTANT;33
78589752;PUBLIC_FIGURE;N
78589752;RETIROS_MENSUALES;
78589752;RISK_TYPE;GOB
78589752;TIER_CADD;
78589752;WATCH_LIST_CODE;
78589779;CUSTOMER_OFFICE;186
78589779;DEPOSITOS_MENSUALES;
78589779;EJECUTIVO_VENTA;119
78589779;HIGH_RISK_SCORE;BJ
78589779;KYC_CUSTOMER;0
78589779;MANAGER_ASSISTANT;33
78589779;PUBLIC_FIGURE;N
78589779;RETIROS_MENSUALES;
78589779;RISK_TYPE;GOB
78589779;TIER_CADD;
78589779;WATCH_LIST_CODE;
78589809;CUSTOMER_OFFICE;186
78589809;DEPOSITOS_MENSUALES;
78589809;EJECUTIVO_VENTA;119
78589809;HIGH_RISK_SCORE;BJ
78589809;KYC_CUSTOMER;0
78589809;MANAGER_ASSISTANT;33
78589809;PUBLIC_FIGURE;N
78589809;RETIROS_MENSUALES;
78589809;RISK_TYPE;GOB
78589809;TIER_CADD;
78589809;WATCH_LIST_CODE;
78589728;CUSTOMER_OFFICE;186
78589728;MANAGER_ASSISTANT;33
78589728;PUBLIC_FIGURE;N
78589728;RISK_TYPE;GOB
78589744;CUSTOMER_OFFICE;186
78589744;DEPOSITOS_MENSUALES;
78589744;EJECUTIVO_VENTA;119
78589744;HIGH_RISK_SCORE;BJ
78589744;KYC_CUSTOMER;0
78589744;MANAGER_ASSISTANT;33
78589744;PUBLIC_FIGURE;N
78589744;RETIROS_MENSUALES;
78589744;RISK_TYPE;GOB
78589744;TIER_CADD;
78589744;WATCH_LIST_CODE;
78669829;CUSTOMER_OFFICE;172
78669829;DEPOSITOS_MENSUALES;
78669829;HIGH_RISK_SCORE;BJ
78669829;KYC_CUSTOMER;S
78669829;MANAGER_ASSISTANT;35
78589752;ID_GENERA_DIVISA;
78589752;PORCENTAJE_GENERA_DIVISA;
78589752;ID_FUENTE_GENERA_DIVISA;
78669829;PUBLIC_FIGURE;N
78669829;RETIROS_MENSUALES;
78669829;RISK_TYPE;PN3
78669829;TIER_CADD;
78669829;WATCH_LIST_CODE;
79269913;CUSTOMER_OFFICE;174
79269913;MANAGER_ASSISTANT;34
79269913;PUBLIC_FIGURE;N
79269913;RISK_TYPE;PN1
79611042;CUSTOMER_OFFICE;192
79611042;MANAGER_ASSISTANT;21
79611042;PUBLIC_FIGURE;N
79611042;RISK_TYPE;PN1
80963394;CUSTOMER_OFFICE;178
80963394;MANAGER_ASSISTANT;30
80963394;PUBLIC_FIGURE;N
80963394;RISK_TYPE;PN1
81716390;CUSTOMER_OFFICE;174
81716390;EJECUTIVO_VENTA;47
81716390;HIGH_RISK_SCORE;BJ
81716390;MANAGER_ASSISTANT;34
81716390;PUBLIC_FIGURE;N
81716390;RISK_TYPE;PN1
79033138;CUSTOMER_OFFICE;174
79033138;MANAGER_ASSISTANT;34
79033138;PUBLIC_FIGURE;N
79033138;RISK_TYPE;PN1
80362544;CUSTOMER_OFFICE;174
80362544;DEPOSITOS_MENSUALES;
80362544;HIGH_RISK_SCORE;BJ
80362544;KYC_CUSTOMER;S
80362544;MANAGER_ASSISTANT;40
80362544;PUBLIC_FIGURE;N
80362544;RETIROS_MENSUALES;
80362544;RISK_TYPE;PN1
80362544;TIER_CADD;
80362544;WATCH_LIST_CODE;
80474750;CUSTOMER_OFFICE;186
80474750;DEPOSITOS_MENSUALES;
80474750;EJECUTIVO_VENTA;42
80474750;HIGH_RISK_SCORE;BJ
80474750;KYC_CUSTOMER;S
80474750;LOGIN COBIS;
80474750;MANAGER_ASSISTANT;25
80474750;PUBLIC_FIGURE;N
80474750;RETIROS_MENSUALES;
80474750;RISK_TYPE;PN1
80474750;TIER_CADD;
80474750;WATCH_LIST_CODE;
81001596;CUSTOMER_OFFICE;174
81001596;EJECUTIVO_VENTA;18
81001596;HIGH_RISK_SCORE;BJ
81001596;KYC_CUSTOMER;S
81001596;MANAGER_ASSISTANT;34
81001596;PUBLIC_FIGURE;N
81001596;RISK_TYPE;PN3
81512752;CUSTOMER_OFFICE;174
78589779;PORCENTAJE_GENERA_DIVISA;
78589779;ID_FUENTE_GENERA_DIVISA;
78589779;CRITERIO_GENERA_DIVISA;
81512752;MANAGER_ASSISTANT;34
81512752;PUBLIC_FIGURE;N
81512752;RISK_TYPE;PN1
81661448;CUSTOMER_OFFICE;172
81661448;MANAGER_ASSISTANT;35
81661448;PUBLIC_FIGURE;N
81661448;RISK_TYPE;PN3
81670234;APODERADO_SI_NO;N
81670234;CUSTOMER_OFFICE;174
81670234;DEPOSITOS_MENSUALES;
81670234;EJECUTIVO_VENTA;134
81670234;HIGH_RISK_SCORE;BJ
81670234;KYC_CUSTOMER;S
81670234;LOGIN COBIS;
81670234;MANAGER_ASSISTANT;34
81670234;PUBLIC_FIGURE;N
81670234;RESP_AGENTE_EXTR;N
81670234;RETIROS_MENSUALES;
81670234;RIESGO_COLABORADOR;
81670234;RISK_TYPE;PN1
81670234;TIER_CADD;
81670234;WATCH_LIST_CODE;
82031537;CUSTOMER_OFFICE;172
82031537;HIGH_RISK_SCORE;BJ
82031537;KYC_CUSTOMER;S
82031537;MANAGER_ASSISTANT;35
82031537;PUBLIC_FIGURE;N
82031537;RISK_TYPE;PN1
82107258;CUSTOMER_OFFICE;174
82107258;MANAGER_ASSISTANT;34
82107258;PUBLIC_FIGURE;N
82107258;RISK_TYPE;PN1
82457488;CUSTOMER_OFFICE;174
82457488;MANAGER_ASSISTANT;34
82457488;PUBLIC_FIGURE;N
82457488;RISK_TYPE;PN3
78900466;CUSTOMER_OFFICE;180
78900466;MANAGER_ASSISTANT;37
78900466;PUBLIC_FIGURE;N
78900466;RISK_TYPE;PN1
78574330;CUSTOMER_OFFICE;174
78574330;MANAGER_ASSISTANT;34
78574330;PUBLIC_FIGURE;N
78574330;RISK_TYPE;PN1
78680369;CUSTOMER_OFFICE;174
78680369;DEPOSITOS_MENSUALES;
78680369;HIGH_RISK_SCORE;BJ
78680369;MANAGER_ASSISTANT;34
78680369;PUBLIC_FIGURE;N
78680369;RETIROS_MENSUALES;
78680369;RISK_TYPE;PN1
78680369;TIER_CADD;
78680369;WATCH_LIST_CODE;
78790628;CUSTOMER_OFFICE;182
78790628;DEPOSITOS_MENSUALES;
78790628;EJECUTIVO_VENTA;44
78790628;HIGH_RISK_SCORE;AL
78589809;ID_GENERA_DIVISA;
78589809;PORCENTAJE_GENERA_DIVISA;
80170599;LOGIN COBIS;
78790628;KYC_CUSTOMER;S
78790628;LOGIN COBIS;
78790628;MANAGER_ASSISTANT;24
78790628;PUBLIC_FIGURE;N
78790628;RESP_AGENTE_EXTR;N
78790628;RETIROS_MENSUALES;
78790628;RIESGO_COLABORADOR;
78790628;RISK_TYPE;PN3
78790628;TIER_CADD;
78790628;WATCH_LIST_CODE;
80392842;CUSTOMER_OFFICE;174
80392842;DEPOSITOS_MENSUALES;
80392842;EJECUTIVO_VENTA;304
80392842;HIGH_RISK_SCORE;AL
80392842;KYC_CUSTOMER;S
80392842;LOGIN COBIS;
80392842;MANAGER_ASSISTANT;34
80392842;PUBLIC_FIGURE;S
80392842;RESP_AGENTE_EXTR;N
80392842;RETIROS_MENSUALES;
80392842;RIESGO_COLABORADOR;
80392842;RISK_TYPE;PEP
80392842;TIER_CADD;
80392842;WATCH_LIST_CODE;
78957298;CUSTOMER_OFFICE;182
78957298;EJECUTIVO_VENTA;44
78957298;HIGH_RISK_SCORE;BJ
78957298;KYC_CUSTOMER;S
78957298;MANAGER_ASSISTANT;29
78957298;PUBLIC_FIGURE;N
78957298;RISK_TYPE;PN3
79125814;CUSTOMER_OFFICE;172
79125814;MANAGER_ASSISTANT;35
79125814;PUBLIC_FIGURE;N
79125814;RISK_TYPE;PN1
79155063;CUSTOMER_OFFICE;174
79155063;MANAGER_ASSISTANT;34
79155063;PUBLIC_FIGURE;N
79155063;RISK_TYPE;PN1
8714;CUSTOMER_OFFICE;174
8714;MANAGER_ASSISTANT;34
8714;PUBLIC_FIGURE;N
8714;RISK_TYPE;PN1
79479616;CUSTOMER_OFFICE;180
79479616;MANAGER_ASSISTANT;37
79479616;PUBLIC_FIGURE;N
79479616;RISK_TYPE;PN1
79482633;CUSTOMER_OFFICE;182
79482633;MANAGER_ASSISTANT;29
79482633;PUBLIC_FIGURE;N
79482633;RISK_TYPE;PN1
80015488;CUSTOMER_OFFICE;174
80015488;MANAGER_ASSISTANT;34
80015488;PUBLIC_FIGURE;N
80015488;RISK_TYPE;PN3
79869414;CUSTOMER_OFFICE;178
79869414;EJECUTIVO_VENTA;15
78589809;ID_FUENTE_GENERA_DIVISA;
78589809;CRITERIO_GENERA_DIVISA;
78589744;ID_GENERA_DIVISA;
79869414;HIGH_RISK_SCORE;BJ
79869414;MANAGER_ASSISTANT;30
79869414;PUBLIC_FIGURE;N
79869414;RISK_TYPE;PN1
80102810;CUSTOMER_OFFICE;186
80102810;EJECUTIVO_VENTA;0
80102810;HIGH_RISK_SCORE;BJ
80102810;KYC_CUSTOMER;S
80102810;MANAGER_ASSISTANT;33
80102810;PUBLIC_FIGURE;N
80102810;RISK_TYPE;PN1
80170599;CUSTOMER_OFFICE;178
80170599;HIGH_RISK_SCORE;BJ
80170599;MANAGER_ASSISTANT;30
80170599;PUBLIC_FIGURE;N
80170599;RISK_TYPE;PN3
80288921;CUSTOMER_OFFICE;174
80288921;MANAGER_ASSISTANT;34
80288921;PUBLIC_FIGURE;N
80288921;RISK_TYPE;PN1
80371241;CUSTOMER_OFFICE;174
80371241;MANAGER_ASSISTANT;34
80371241;PUBLIC_FIGURE;N
80371241;RISK_TYPE;PN1
80394730;CUSTOMER_OFFICE;182
80394730;EJECUTIVO_VENTA;63
80394730;HIGH_RISK_SCORE;BJ
80394730;KYC_CUSTOMER;S
80394730;MANAGER_ASSISTANT;29
80394730;PUBLIC_FIGURE;N
80394730;RISK_TYPE;PN2
80875568;CUSTOMER_OFFICE;174
80875568;EJECUTIVO_VENTA;18
80875568;HIGH_RISK_SCORE;BJ
80875568;MANAGER_ASSISTANT;34
80875568;PUBLIC_FIGURE;N
80875568;RISK_TYPE;PN1
81031282;CUSTOMER_OFFICE;174
81031282;HIGH_RISK_SCORE;BJ
81031282;MANAGER_ASSISTANT;34
81031282;PUBLIC_FIGURE;N
81031282;RISK_TYPE;PN1
81044678;CUSTOMER_OFFICE;174
81044678;EJECUTIVO_VENTA;18
81044678;HIGH_RISK_SCORE;BJ
81044678;KYC_CUSTOMER;S
81044678;MANAGER_ASSISTANT;34
81044678;PUBLIC_FIGURE;N
81044678;RISK_TYPE;PN3
81303878;CUSTOMER_OFFICE;174
81303878;MANAGER_ASSISTANT;34
81303878;PUBLIC_FIGURE;N
81303878;RISK_TYPE;PN1
9159;CUSTOMER_OFFICE;174
9159;MANAGER_ASSISTANT;34
9159;PUBLIC_FIGURE;N
78589744;PORCENTAJE_GENERA_DIVISA;
78589744;ID_FUENTE_GENERA_DIVISA;
80170599;TIER_CADD;
9159;RISK_TYPE;PN1
9209;CUSTOMER_OFFICE;174
9209;MANAGER_ASSISTANT;34
9209;PUBLIC_FIGURE;N
9209;RISK_TYPE;PN1
9217;CUSTOMER_OFFICE;174
9217;MANAGER_ASSISTANT;34
9217;PUBLIC_FIGURE;N
9217;RISK_TYPE;PN1
9233;CUSTOMER_OFFICE;180
9233;DEPOSITOS_MENSUALES;
9233;EJECUTIVO_VENTA;82
9233;HIGH_RISK_SCORE;
9233;KYC_CUSTOMER;S
9233;LOGIN COBIS;
9233;MANAGER_ASSISTANT;37
9233;PUBLIC_FIGURE;N
9233;RETIROS_MENSUALES;
9233;RISK_TYPE;PN1
9233;TIER_CADD;
9233;WATCH_LIST_CODE;
81237964;CUSTOMER_OFFICE;180
81237964;EJECUTIVO_VENTA;63
81237964;HIGH_RISK_SCORE;BJ
81237964;MANAGER_ASSISTANT;37
81237964;PUBLIC_FIGURE;N
81237964;RISK_TYPE;PN1
81506590;CUSTOMER_OFFICE;238
81506590;MANAGER_ASSISTANT;32
81506590;PUBLIC_FIGURE;N
81506590;RISK_TYPE;PN1
81681716;CUSTOMER_OFFICE;182
81681716;MANAGER_ASSISTANT;29
81681716;PUBLIC_FIGURE;N
81681716;RISK_TYPE;PN1
82151389;APODERADO_SI_NO;N
82151389;CUSTOMER_OFFICE;174
82151389;DEPOSITOS_MENSUALES;
82151389;EJECUTIVO_VENTA;0
82151389;HIGH_RISK_SCORE;BJ
82151389;KYC_CUSTOMER;S
82151389;LOGIN COBIS;
82151389;MANAGER_ASSISTANT;34
82151389;PUBLIC_FIGURE;N
82151389;RESP_AGENTE_EXTR;N
82151389;RETIROS_MENSUALES;
82151389;RIESGO_COLABORADOR;
82151389;RISK_TYPE;PN1
82151389;TIER_CADD;
82151389;WATCH_LIST_CODE;
82358269;CUSTOMER_OFFICE;174
82358269;MANAGER_ASSISTANT;34
82358269;PUBLIC_FIGURE;N
82358269;RISK_TYPE;PN3
82574638;CUSTOMER_OFFICE;174
82574638;EJECUTIVO_VENTA;18
82574638;HIGH_RISK_SCORE;BJ
78589744;CRITERIO_GENERA_DIVISA;
80170599;APODERADO_SI_NO;N
80170599;WATCH_LIST_CODE;
82574638;KYC_CUSTOMER;S
82574638;MANAGER_ASSISTANT;34
82574638;PUBLIC_FIGURE;N
82574638;RISK_TYPE;PN1
82644822;APODERADO_SI_NO;N
82644822;CUSTOMER_OFFICE;210
82644822;DEPOSITOS_MENSUALES;
82644822;EJECUTIVO_VENTA;
82644822;HIGH_RISK_SCORE;BJ
82644822;KYC_CUSTOMER;S
82644822;LOGIN COBIS;
82644822;MANAGER_ASSISTANT;72
82644822;PUBLIC_FIGURE;N
82644822;RESP_AGENTE_EXTR;N
82644822;RETIROS_MENSUALES;
82644822;RIESGO_COLABORADOR;
82644822;RISK_TYPE;PN1
82644822;TIER_CADD;
82644822;WATCH_LIST_CODE;
79180157;CUSTOMER_OFFICE;174
79180157;DEPOSITOS_MENSUALES;
79180157;EJECUTIVO_VENTA;18
79180157;HIGH_RISK_SCORE;BJ
79180157;KYC_CUSTOMER;S
79180157;LOGIN COBIS;
79180157;MANAGER_ASSISTANT;34
79180157;PUBLIC_FIGURE;N
79180157;RETIROS_MENSUALES;
79180157;RISK_TYPE;PN3
79180157;TIER_CADD;
79180157;WATCH_LIST_CODE;
79691046;CUSTOMER_OFFICE;180
79691046;MANAGER_ASSISTANT;37
79691046;PUBLIC_FIGURE;N
79691046;RISK_TYPE;PN1
80585110;CUSTOMER_OFFICE;180
80585110;MANAGER_ASSISTANT;37
80585110;PUBLIC_FIGURE;N
80585110;RISK_TYPE;PN1
80895526;CUSTOMER_OFFICE;182
80895526;EJECUTIVO_VENTA;63
80895526;HIGH_RISK_SCORE;BJ
80895526;KYC_CUSTOMER;S
80895526;MANAGER_ASSISTANT;29
80895526;PUBLIC_FIGURE;N
80895526;RISK_TYPE;PN1
81089450;CUSTOMER_OFFICE;182
81089450;MANAGER_ASSISTANT;29
81089450;PUBLIC_FIGURE;N
81089450;RISK_TYPE;PN1
10082;CUSTOMER_OFFICE;174
10082;MANAGER_ASSISTANT;34
10082;PUBLIC_FIGURE;N
10082;RISK_TYPE;PN1
